User_id,first_seen,last_seen,total_events,is_converter,purchases,first_purchase,last_purchase,total_quantity,total_revenue,median_rate,days_active,events_per_day_active,has_purchased_ever,recency_days,frequency_purchases,events_before_first_purchase,days_to_first_purchase,events_in_7d_before_first_purchase,events_in_14d_before_first_purchase,events_in_30d_before_first_purchase,R_quartile,F_quartile,RF_segment
51840127985,2019-02-11 14:44:00,2019-02-11 14:47:00,6,1,1.0,2019-02-11 14:46:00,2019-02-11 14:46:00,1.0,600.0,600.0,0,6.0,1,314.0,1.0,3,0.0,3.0,3.0,3.0,1,1,11
51840332148,2019-02-11 15:04:00,2019-02-11 15:06:00,4,1,1.0,2019-02-11 15:06:00,2019-02-11 15:06:00,2.0,2000.0,1000.0,0,4.0,1,314.0,1.0,3,0.0,3.0,3.0,3.0,1,1,11
51845675366,2019-12-10 23:18:00,2019-12-10 23:28:00,3,0,,,,,,,0,3.0,0,,0.0,3,,,,,,1,
51849471720,2019-03-11 13:37:00,2019-03-11 13:41:00,3,1,1.0,2019-03-11 13:41:00,2019-03-11 13:41:00,3.0,3000.0,1000.0,0,3.0,1,286.0,1.0,2,0.0,2.0,2.0,2.0,1,1,11
51859784960,2019-10-28 12:00:00,2019-10-28 12:20:00,4,0,,,,,,,0,4.0,0,,0.0,4,,,,,,1,
51863272495,2019-04-11 22:34:00,2019-04-11 22:57:00,4,0,,,,,,,0,4.0,0,,0.0,4,,,,,,1,
51863353060,2019-04-11 21:24:00,2019-04-11 21:55:00,5,1,1.0,2019-04-11 21:55:00,2019-04-11 21:55:00,3.0,2250.0,750.0,0,5.0,1,254.0,1.0,4,0.0,4.0,4.0,4.0,1,1,11
51871605199,2019-04-10 12:00:00,2019-04-10 12:40:00,5,0,,,,,,,0,5.0,0,,0.0,5,,,,,,1,
51872149089,2019-10-21 17:25:00,2019-10-21 17:30:00,4,0,,,,,,,0,4.0,0,,0.0,4,,,,,,1,
51875286469,2019-10-17 22:10:00,2019-10-17 22:29:00,7,1,1.0,2019-10-17 22:29:00,2019-10-17 22:29:00,2.0,1200.0,600.0,0,7.0,1,65.0,1.0,6,0.0,6.0,6.0,6.0,3,1,31
51876683702,2019-03-11 13:59:00,2019-03-11 14:01:00,2,0,,,,,,,0,2.0,0,,0.0,2,,,,,,1,
51883832383,2019-05-16 12:00:00,2019-10-30 19:29:00,15,1,1.0,2019-05-28 18:40:00,2019-05-28 18:40:00,1.0,30000.0,30000.0,167,0.08982035928143713,1,207.0,1.0,9,12.0,1.0,9.0,9.0,1,1,11
51888851862,2019-10-29 11:18:00,2019-10-29 11:30:00,4,1,1.0,2019-10-29 11:30:00,2019-10-29 11:30:00,10.0,1000.0,100.0,0,4.0,1,54.0,1.0,3,0.0,3.0,3.0,3.0,3,1,31
51892634497,2019-02-11 15:17:00,2019-02-11 15:19:00,4,1,1.0,2019-02-11 15:19:00,2019-02-11 15:19:00,2.0,2000.0,1000.0,0,4.0,1,314.0,1.0,3,0.0,3.0,3.0,3.0,1,1,11
51893446663,2019-10-26 17:04:00,2019-10-26 17:29:00,6,0,,,,,,,0,6.0,0,,0.0,6,,,,,,1,
51895612143,2019-10-22 19:19:00,2019-10-23 19:27:00,6,1,1.0,2019-10-23 19:27:00,2019-10-23 19:27:00,1.0,50000.0,50000.0,1,6.0,1,59.0,1.0,5,1.0,5.0,5.0,5.0,3,1,31
51902267461,2019-08-11 23:01:00,2019-08-11 23:30:00,4,0,,,,,,,0,4.0,0,,0.0,4,,,,,,1,
51911187107,2019-10-13 22:10:00,2019-10-13 22:25:00,2,0,,,,,,,0,2.0,0,,0.0,2,,,,,,1,
51919803460,2019-11-10 23:18:00,2019-11-10 23:18:00,1,0,,,,,,,0,1.0,0,,0.0,1,,,,,,1,
51932772204,2019-10-26 10:20:00,2019-10-26 10:22:00,2,1,1.0,2019-10-26 10:22:00,2019-10-26 10:22:00,2.0,2400.0,1200.0,0,2.0,1,57.0,1.0,1,0.0,1.0,1.0,1.0,3,1,31
51936108956,2019-07-11 13:38:00,2019-11-11 20:53:00,14,1,1.0,2019-07-11 20:27:00,2019-07-11 20:27:00,1.0,6000.0,6000.0,123,0.11382113821138211,1,163.0,1.0,8,0.0,8.0,8.0,8.0,2,1,21
51940324591,2019-02-08 13:00:00,2019-12-10 13:07:00,19,1,2.0,2019-04-08 19:09:00,2019-12-10 13:07:00,7.0,2500.0,550.0,305,0.06229508196721312,1,12.0,2.0,16,59.0,1.0,1.0,1.0,4,2,42
51945183373,2019-02-10 21:05:00,2019-07-03 15:30:00,20,1,2.0,2019-02-26 11:37:00,2019-04-10 18:45:00,2.0,33000.0,16500.0,142,0.14084507042253522,1,255.0,2.0,5,15.0,1.0,1.0,5.0,1,2,12
51954519023,2019-10-20 14:00:00,2019-10-20 14:12:00,3,0,,,,,,,0,3.0,0,,0.0,3,,,,,,1,
51955524783,2019-10-21 19:14:00,2019-10-21 19:19:00,3,0,,,,,,,0,3.0,0,,0.0,3,,,,,,1,
51962746412,2019-10-24 12:00:00,2019-10-24 12:14:00,3,0,,,,,,,0,3.0,0,,0.0,3,,,,,,1,
51962945277,2019-10-24 23:14:00,2019-10-24 23:20:00,3,0,,,,,,,0,3.0,0,,0.0,3,,,,,,1,
51965507652,2019-02-10 17:00:00,2019-12-10 19:25:00,10,1,1.0,2019-12-10 19:25:00,2019-12-10 19:25:00,4.0,4000.0,1000.0,303,0.033003300330033,1,11.0,1.0,9,303.0,3.0,3.0,3.0,4,1,41
51968118114,2019-10-21 15:23:00,2019-10-21 15:25:00,2,0,,,,,,,0,2.0,0,,0.0,2,,,,,,1,
51968438515,2019-10-18 17:18:00,2019-10-18 17:26:00,4,0,,,,,,,0,4.0,0,,0.0,4,,,,,,1,
51969791374,2019-08-19 17:00:00,2019-10-31 18:41:00,25,1,2.0,2019-08-19 18:36:00,2019-10-26 14:40:00,3.0,3800.0,1450.0,73,0.3424657534246575,1,57.0,2.0,11,0.0,11.0,11.0,11.0,3,2,32
51970999139,2019-10-21 21:14:00,2019-10-21 21:25:00,5,1,1.0,2019-10-21 21:25:00,2019-10-21 21:25:00,2.0,24000.0,12000.0,0,5.0,1,61.0,1.0,4,0.0,4.0,4.0,4.0,3,1,31
51978529551,2019-10-25 19:14:00,2019-10-25 19:21:00,4,1,1.0,2019-10-25 19:19:00,2019-10-25 19:19:00,1.0,25000.0,25000.0,0,4.0,1,57.0,1.0,2,0.0,2.0,2.0,2.0,3,1,31
51982480153,2019-10-13 22:18:00,2019-10-13 22:18:00,1,0,,,,,,,0,1.0,0,,0.0,1,,,,,,1,
51983921534,2019-03-11 13:58:00,2019-03-11 13:58:00,1,0,,,,,,,0,1.0,0,,0.0,1,,,,,,1,
51993965030,2019-04-11 19:52:00,2019-04-11 20:23:00,5,1,1.0,2019-04-11 20:15:00,2019-04-11 20:15:00,2.0,400.0,200.0,0,5.0,1,254.0,1.0,3,0.0,3.0,3.0,3.0,1,1,11
52002433649,2019-10-26 19:00:00,2019-10-26 19:26:00,4,0,,,,,,,0,4.0,0,,0.0,4,,,,,,1,
52005335676,2019-10-16 17:15:00,2019-10-16 17:29:00,5,1,1.0,2019-10-16 17:29:00,2019-10-16 17:29:00,4.0,4000.0,1000.0,0,5.0,1,67.0,1.0,4,0.0,4.0,4.0,4.0,3,1,31
52008466873,2019-10-15 14:10:00,2019-10-15 14:18:00,2,0,,,,,,,0,2.0,0,,0.0,2,,,,,,1,
52010733268,2019-12-20 17:10:00,2019-12-20 17:14:00,2,0,,,,,,,0,2.0,0,,0.0,2,,,,,,1,
52011317619,2019-02-10 22:00:00,2019-02-10 22:02:00,2,0,,,,,,,0,2.0,0,,0.0,2,,,,,,1,
52018010018,2019-01-10 19:00:00,2019-01-10 19:17:00,4,0,,,,,,,0,4.0,0,,0.0,4,,,,,,1,
52021442169,2019-10-10 19:18:00,2019-11-10 19:20:00,4,0,,,,,,,31,0.12903225806451613,0,,0.0,4,,,,,,1,
52022072818,2019-03-11 14:35:00,2019-03-11 14:39:00,3,0,,,,,,,0,3.0,0,,0.0,3,,,,,,1,
52028780773,2019-02-10 12:00:00,2019-02-10 12:20:00,4,0,,,,,,,0,4.0,0,,0.0,4,,,,,,1,
52055074267,2019-10-21 23:19:00,2019-10-21 23:30:00,5,1,1.0,2019-10-21 23:30:00,2019-10-21 23:30:00,1.0,1200.0,1200.0,0,5.0,1,61.0,1.0,4,0.0,4.0,4.0,4.0,3,1,31
52056666335,2019-03-04 15:43:00,2019-10-30 17:56:00,18,1,1.0,2019-05-04 21:12:00,2019-05-04 21:12:00,2.0,14000.0,7000.0,240,0.075,1,231.0,1.0,11,61.0,1.0,1.0,1.0,1,1,11
